城市,面积_平米,房间数量,价格_元每平米,价格等级,地铁情况,停车情况
shanghai,139.0,4,121000.0,high,地铁房,有停车位
shanghai,121.0,4,117000.0,high,地铁房,有停车位
shanghai,112.5,4,115000.0,high,地铁房,无停车位
shanghai,127.5,4,113000.0,high,地铁房,有停车位
shanghai,153.5,4,109800.0,high,地铁房,有停车位
shanghai,270.0,4,105000.0,high,地铁房,有停车位
shanghai,132.5,4,105000.0,high,地铁房,无停车位
shanghai,138.0,3,104000.0,high,地铁房,有停车位
shanghai,130.0,4,99600.0,high,地铁房,无停车位
shanghai,120.5,4,99000.0,high,地铁房,无停车位
shanghai,153.5,4,96000.0,high,地铁房,无停车位
shanghai,160.5,4,83732.0,high,非地铁房,无停车位
shanghai,130.5,4,83240.0,high,地铁房,有停车位
shanghai,250.0,4,81804.0,high,地铁房,有停车位
shanghai,145.0,4,71101.0,high,非地铁房,无停车位
shanghai,49.0,2,66000.0,high,地铁房,无停车位
shanghai,122.5,4,65000.0,high,地铁房,有停车位
shanghai,119.0,4,65000.0,high,非地铁房,无停车位
shanghai,67.5,2,65000.0,high,地铁房,无停车位
shanghai,113.0,4,65000.0,high,地铁房,有停车位
shanghai,109.0,3,64389.0,high,地铁房,无停车位
shanghai,119.0,4,64000.0,high,地铁房,无停车位
shanghai,122.0,4,63760.0,high,地铁房,无停车位
shanghai,132.5,4,63043.0,high,地铁房,无停车位
shanghai,125.0,4,62743.0,high,非地铁房,无停车位
shanghai,126.0,4,62136.0,high,地铁房,无停车位
shanghai,115.0,4,60500.0,high,非地铁房,无停车位
shanghai,167.0,2,60000.0,high,地铁房,无停车位
shanghai,116.0,4,60000.0,high,地铁房,无停车位
shanghai,104.5,4,59300.0,high,地铁房,有停车位
shanghai,122.0,4,59000.0,high,非地铁房,无停车位
shanghai,109.0,4,56352.0,high,地铁房,无停车位
shanghai,115.0,3,56000.0,high,地铁房,有停车位
shanghai,129.0,4,56000.0,high,非地铁房,有停车位
shanghai,110.0,4,55969.0,high,地铁房,无停车位
shanghai,147.0,4,55000.0,high,地铁房,有停车位
shanghai,144.0,4,54876.0,high,地铁房,有停车位
shanghai,92.5,3,54461.0,high,非地铁房,无停车位
shanghai,139.5,3,54000.0,high,地铁房,无停车位
shanghai,113.0,4,54000.0,high,非地铁房,无停车位
shanghai,184.0,4,53456.0,high,非地铁房,有停车位
shanghai,85.0,2,52000.0,high,地铁房,有停车位
shanghai,105.5,3,51500.0,high,非地铁房,无停车位
shanghai,108.0,4,51500.0,high,非地铁房,无停车位
shanghai,95.5,3,51330.0,high,非地铁房,有停车位
shanghai,130.5,4,51000.0,high,非地铁房,无停车位
shanghai,141.5,3,50600.0,high,非地铁房,无停车位
shanghai,119.5,4,49780.0,medium,非地铁房,无停车位
shanghai,137.0,4,49536.0,medium,非地铁房,有停车位
shanghai,108.0,3,48361.0,medium,非地铁房,有停车位
shanghai,103.0,4,48230.0,medium,地铁房,有停车位
shanghai,111.0,4,48000.0,medium,非地铁房,无停车位
shanghai,47.5,2,48000.0,medium,地铁房,无停车位
shanghai,104.0,4,47500.0,medium,地铁房,有停车位
shanghai,96.0,3,47272.0,medium,非地铁房,无停车位
shanghai,82.5,3,47100.0,medium,非地铁房,无停车位
shanghai,125.5,4,46800.0,medium,地铁房,无停车位
shanghai,110.5,4,46000.0,medium,非地铁房,有停车位
shanghai,76.0,3,46000.0,medium,地铁房,无停车位
shanghai,110.0,4,45700.0,medium,非地铁房,有停车位
shanghai,101.5,4,45514.0,medium,非地铁房,有停车位
shanghai,130.0,4,45190.0,medium,非地铁房,无停车位
shanghai,150.0,4,44619.0,medium,非地铁房,有停车位
shanghai,103.5,4,44500.0,medium,地铁房,无停车位
shanghai,111.0,3,44149.0,medium,非地铁房,无停车位
shanghai,146.0,4,43850.0,medium,地铁房,无停车位
shanghai,101.0,3,43725.0,medium,地铁房,无停车位
shanghai,100.5,4,43000.0,medium,非地铁房,有停车位
shanghai,127.0,3,43000.0,medium,非地铁房,有停车位
shanghai,120.0,4,42600.0,medium,地铁房,有停车位
shanghai,126.0,4,42000.0,medium,非地铁房,有停车位
shanghai,116.0,3,42000.0,medium,非地铁房,有停车位
shanghai,110.5,4,42000.0,medium,非地铁房,有停车位
shanghai,135.0,4,39900.0,medium,非地铁房,有停车位
shanghai,108.0,4,39837.0,medium,非地铁房,有停车位
shanghai,95.5,3,39600.0,medium,地铁房,无停车位
shanghai,118.5,3,37867.0,medium,非地铁房,无停车位
shanghai,116.0,3,37500.0,medium,非地铁房,有停车位
shanghai,94.5,4,37000.0,medium,地铁房,有停车位
shanghai,281.0,4,36978.0,medium,非地铁房,有停车位
shanghai,130.5,4,36080.0,medium,非地铁房,有停车位
shanghai,94.0,3,36000.0,medium,非地铁房,无停车位
shanghai,103.5,4,35888.0,medium,非地铁房,无停车位
shanghai,128.0,3,35500.0,medium,非地铁房,有停车位
shanghai,165.0,2,35000.0,medium,非地铁房,无停车位
shanghai,107.5,4,34800.0,medium,非地铁房,无停车位
shanghai,114.0,4,34015.0,medium,非地铁房,有停车位
shanghai,117.0,4,34000.0,medium,非地铁房,有停车位
shanghai,250.0,4,34000.0,medium,非地铁房,有停车位
shanghai,96.0,3,33220.0,medium,非地铁房,有停车位
shanghai,140.5,4,33088.0,medium,非地铁房,有停车位
shanghai,109.0,4,33050.0,medium,非地铁房,有停车位
shanghai,108.5,4,33000.0,medium,非地铁房,无停车位
shanghai,142.0,4,33000.0,medium,非地铁房,无停车位
shanghai,82.5,2,33000.0,medium,非地铁房,无停车位
shanghai,141.5,4,33000.0,medium,地铁房,有停车位
shanghai,116.5,3,32956.0,medium,地铁房,有停车位
shanghai,165.5,4,32500.0,medium,非地铁房,有停车位
shanghai,115.5,3,32000.0,medium,非地铁房,有停车位
shanghai,492.5,2,32000.0,medium,非地铁房,有停车位
shanghai,117.0,4,31900.0,medium,非地铁房,有停车位
shanghai,90.0,3,31600.0,medium,非地铁房,有停车位
shanghai,147.0,4,31286.0,medium,非地铁房,有停车位
shanghai,157.5,4,31236.0,medium,非地铁房,无停车位
shanghai,109.0,4,30000.0,medium,非地铁房,有停车位
shanghai,119.5,4,29874.0,low,非地铁房,有停车位
shanghai,270.0,2,29600.0,low,非地铁房,无停车位
shanghai,85.0,3,29181.0,low,地铁房,无停车位
shanghai,85.5,3,28800.0,low,地铁房,无停车位
shanghai,92.0,2,28640.0,low,非地铁房,无停车位
shanghai,111.5,4,28350.0,low,非地铁房,有停车位
shanghai,105.5,4,28000.0,low,地铁房,有停车位
shanghai,114.0,3,28000.0,low,非地铁房,无停车位
shanghai,89.0,3,28000.0,low,非地铁房,有停车位
shanghai,90.5,3,28000.0,low,非地铁房,无停车位
shanghai,114.0,4,27300.0,low,非地铁房,有停车位
shanghai,107.5,3,25650.0,low,非地铁房,无停车位
shanghai,110.5,4,25000.0,low,非地铁房,有停车位
shanghai,141.5,3,24638.0,low,非地铁房,无停车位
shanghai,134.5,4,24527.0,low,非地铁房,无停车位
shanghai,123.5,4,24273.0,low,非地铁房,有停车位
shanghai,108.5,4,23976.0,low,非地铁房,有停车位
shanghai,112.0,3,22600.0,low,非地铁房,有停车位
shanghai,89.0,3,21883.0,low,非地铁房,无停车位
shanghai,106.5,4,21579.0,low,地铁房,有停车位
shanghai,113.5,4,21179.0,low,非地铁房,无停车位
shanghai,101.5,4,21104.0,low,非地铁房,有停车位
shanghai,96.0,4,20988.0,low,非地铁房,无停车位
shanghai,105.5,4,20688.0,low,非地铁房,无停车位
shanghai,278.0,4,19500.0,low,非地铁房,有停车位
shanghai,141.0,4,19000.0,low,非地铁房,无停车位
shanghai,203.5,4,18800.0,low,非地铁房,无停车位
shanghai,283.0,2,1900.0,low,非地铁房,有停车位
shanghai,312.5,2,1200.0,low,非地铁房,有停车位
shanghai,136.5,2,550.0,low,非地铁房,有停车位
shanghai,110.0,3,483.0,low,非地铁房,有停车位
shanghai,124.0,3,450.0,low,非地铁房,无停车位
shanghai,137.5,2,420.0,low,非地铁房,有停车位
shanghai,127.5,2,398.0,low,非地铁房,有停车位
shanghai,123.0,3,330.0,low,非地铁房,无停车位
shanghai,105.0,2,246.0,low,非地铁房,有停车位
shanghai,114.0,2,239.0,low,地铁房,无停车位
shanghai,98.5,3,230.0,low,非地铁房,有停车位
shanghai,122.5,2,230.0,low,非地铁房,有停车位
shanghai,109.0,4,197.0,low,非地铁房,无停车位
shenzhen,252.5,2,160000.0,high,地铁房,有停车位
shenzhen,298.0,2,135000.0,high,地铁房,无停车位
shenzhen,247.0,2,130000.0,high,地铁房,无停车位
shenzhen,162.5,2,115000.0,high,非地铁房,无停车位
shenzhen,148.0,2,115000.0,high,地铁房,无停车位
shenzhen,106.5,2,110000.0,high,非地铁房,无停车位
shenzhen,161.5,2,108800.0,high,非地铁房,有停车位
shenzhen,105.0,4,107000.0,high,地铁房,无停车位
shenzhen,72.5,3,105000.0,high,地铁房,无停车位
shenzhen,189.5,4,102000.0,high,地铁房,无停车位
shenzhen,126.5,4,100000.0,high,地铁房,无停车位
shenzhen,109.0,4,100000.0,high,地铁房,无停车位
shenzhen,142.5,3,100000.0,high,非地铁房,无停车位
shenzhen,101.0,2,100000.0,high,地铁房,无停车位
shenzhen,167.0,2,98000.0,high,地铁房,无停车位
shenzhen,114.0,4,90000.0,high,地铁房,无停车位
shenzhen,142.5,4,89800.0,high,地铁房,无停车位
shenzhen,119.0,4,88600.0,high,地铁房,无停车位
shenzhen,95.0,4,88000.0,high,非地铁房,无停车位
shenzhen,211.0,2,85000.0,high,地铁房,无停车位
shenzhen,42.0,2,83000.0,high,地铁房,无停车位
shenzhen,130.5,2,80000.0,high,地铁房,无停车位
shenzhen,94.0,2,80000.0,high,地铁房,无停车位
shenzhen,297.0,2,80000.0,high,地铁房,无停车位
shenzhen,189.0,2,80000.0,high,地铁房,无停车位
shenzhen,157.5,4,78900.0,high,地铁房,无停车位
shenzhen,257.0,2,78000.0,high,地铁房,无停车位
shenzhen,72.0,2,73000.0,high,非地铁房,无停车位
shenzhen,85.5,4,73000.0,high,地铁房,无停车位
shenzhen,74.0,3,72000.0,high,地铁房,无停车位
shenzhen,99.0,4,70800.0,high,地铁房,无停车位
shenzhen,124.5,4,69800.0,high,地铁房,无停车位
shenzhen,46.5,2,68800.0,high,非地铁房,有停车位
shenzhen,57.5,2,68000.0,high,地铁房,无停车位
shenzhen,125.0,4,66000.0,high,地铁房,无停车位
shenzhen,163.5,4,66000.0,high,地铁房,无停车位
shenzhen,61.0,2,65800.0,high,地铁房,无停车位
shenzhen,112.0,4,65000.0,high,地铁房,无停车位
shenzhen,137.5,4,65000.0,high,地铁房,无停车位
shenzhen,86.5,3,65000.0,high,地铁房,无停车位
shenzhen,106.5,4,64000.0,high,非地铁房,无停车位
shenzhen,100.5,4,62322.0,high,地铁房,无停车位
shenzhen,149.0,4,62000.0,high,地铁房,无停车位
shenzhen,102.0,4,60000.0,high,地铁房,无停车位
shenzhen,102.5,4,59800.0,high,地铁房,无停车位
shenzhen,135.5,4,58200.0,high,非地铁房,无停车位
shenzhen,95.5,4,56600.0,high,地铁房,无停车位
shenzhen,113.5,4,56000.0,high,非地铁房,无停车位
shenzhen,127.0,3,56000.0,high,地铁房,无停车位
shenzhen,154.5,2,55000.0,high,地铁房,无停车位
shenzhen,148.0,2,55000.0,high,地铁房,无停车位
shenzhen,100.0,2,55000.0,high,地铁房,无停车位
shenzhen,50.0,2,54000.0,high,地铁房,无停车位
shenzhen,48.5,2,53000.0,high,地铁房,无停车位
shenzhen,109.0,3,53000.0,high,地铁房,无停车位
shenzhen,106.5,3,53000.0,high,非地铁房,无停车位
shenzhen,260.0,2,53000.0,high,地铁房,无停车位
shenzhen,99.0,4,51700.0,high,地铁房,无停车位
shenzhen,107.5,4,51000.0,high,地铁房,无停车位
shenzhen,100.5,3,51000.0,high,地铁房,无停车位
shenzhen,96.5,4,50361.0,high,地铁房,无停车位
shenzhen,140.5,4,50050.0,high,非地铁房,无停车位
shenzhen,92.5,3,50000.0,high,非地铁房,无停车位
shenzhen,109.0,4,50000.0,high,地铁房,无停车位
shenzhen,103.5,4,49235.0,medium,地铁房,无停车位
shenzhen,187.0,4,48000.0,medium,非地铁房,无停车位
shenzhen,78.5,2,47700.0,medium,地铁房,无停车位
shenzhen,85.0,2,47500.0,medium,非地铁房,无停车位
shenzhen,99.5,2,47500.0,medium,地铁房,无停车位
shenzhen,105.5,4,47000.0,medium,地铁房,无停车位
shenzhen,57.5,2,47000.0,medium,地铁房,无停车位
shenzhen,102.5,4,45000.0,medium,地铁房,无停车位
shenzhen,78.5,2,45000.0,medium,地铁房,无停车位
shenzhen,193.5,2,45000.0,medium,地铁房,无停车位
shenzhen,43.5,2,43000.0,medium,非地铁房,无停车位
shenzhen,89.5,4,43000.0,medium,非地铁房,无停车位
shenzhen,47.0,2,43000.0,medium,非地铁房,无停车位
shenzhen,43.5,2,43000.0,medium,地铁房,无停车位
shenzhen,39.5,2,42000.0,medium,地铁房,无停车位
shenzhen,191.5,4,41000.0,medium,地铁房,无停车位
shenzhen,113.5,4,41000.0,medium,非地铁房,无停车位
shenzhen,84.5,4,40000.0,medium,非地铁房,无停车位
shenzhen,73.0,2,39500.0,medium,地铁房,无停车位
shenzhen,89.0,2,38000.0,medium,非地铁房,无停车位
shenzhen,86.5,4,37000.0,medium,非地铁房,无停车位
shenzhen,69.0,2,35028.0,medium,非地铁房,无停车位
shenzhen,84.0,3,35000.0,medium,地铁房,无停车位
shenzhen,55.5,2,35000.0,medium,地铁房,无停车位
shenzhen,77.5,2,34063.0,medium,非地铁房,无停车位
shenzhen,70.5,2,34000.0,medium,地铁房,无停车位
shenzhen,48.5,2,34000.0,medium,非地铁房,无停车位
shenzhen,43.0,2,31600.0,medium,非地铁房,无停车位
shenzhen,191.5,2,31500.0,medium,非地铁房,无停车位
shenzhen,83.0,3,31000.0,medium,非地铁房,无停车位
shenzhen,91.5,4,29000.0,low,非地铁房,无停车位
shenzhen,259.0,2,28000.0,low,地铁房,无停车位
shenzhen,102.0,4,28000.0,low,非地铁房,无停车位
shenzhen,231.0,2,28000.0,low,地铁房,无停车位
shenzhen,75.0,2,24000.0,low,地铁房,无停车位
shenzhen,176.5,2,21000.0,low,地铁房,无停车位
shenzhen,203.5,4,2100.0,low,非地铁房,无停车位
shenzhen,156.0,4,1700.0,low,地铁房,无停车位
taiyuan,45.0,2,22000.0,low,非地铁房,无停车位
taiyuan,60.0,2,18000.0,low,非地铁房,无停车位
taiyuan,240.0,2,18000.0,low,非地铁房,无停车位
taiyuan,70.0,3,17000.0,low,非地铁房,无停车位
taiyuan,105.0,4,16500.0,low,非地铁房,无停车位
taiyuan,185.0,4,16000.0,low,非地铁房,无停车位
taiyuan,180.0,4,15500.0,low,非地铁房,无停车位
taiyuan,160.0,4,15000.0,low,非地铁房,无停车位
taiyuan,135.0,4,14800.0,low,非地铁房,无停车位
taiyuan,160.0,4,14500.0,low,非地铁房,无停车位
taiyuan,70.0,3,14000.0,low,非地铁房,无停车位
taiyuan,125.0,4,13800.0,low,非地铁房,无停车位
taiyuan,155.0,4,13600.0,low,非地铁房,无停车位
taiyuan,117.5,4,13500.0,low,非地铁房,无停车位
taiyuan,130.0,4,13200.0,low,非地铁房,无停车位
taiyuan,87.5,3,12800.0,low,非地铁房,无停车位
taiyuan,101.5,3,12500.0,low,非地铁房,无停车位
taiyuan,167.5,4,12200.0,low,非地铁房,无停车位
taiyuan,101.5,4,12000.0,low,非地铁房,有停车位
taiyuan,265.0,4,12000.0,low,非地铁房,无停车位
taiyuan,112.5,4,11800.0,low,非地铁房,无停车位
taiyuan,105.0,4,11500.0,low,非地铁房,无停车位
taiyuan,97.5,3,11000.0,low,非地铁房,无停车位
taiyuan,130.0,4,10800.0,low,非地铁房,无停车位
taiyuan,92.5,3,10500.0,low,非地铁房,无停车位
taiyuan,62.5,2,9800.0,low,非地铁房,无停车位
taiyuan,105.0,4,9500.0,low,非地铁房,无停车位
taiyuan,120.0,4,9000.0,low,非地铁房,无停车位
taiyuan,210.0,4,8000.0,low,非地铁房,无停车位
taiyuan,300.0,2,6500.0,low,非地铁房,无停车位
